,pageid,KeyBERT_keywords
1680,1133606,"[('bahnhofsgaststätte', 0.00047619047619047673), ('bahnhofsgelände', 0.0005860932040746037), ('bahnhofsgleise', 0.0006090579531847184), ('bahnhofsnamen', 0.0011208437904958745), ('bahnbetriebswerke', 0.001480078080146975), ('ostgüterbahnhofs', 0.001540770631366566), ('bahnstrecke', 0.0015456916490330208), ('oderbruchbahn', 0.0019082066171284217), ('friedrichstraße', 0.0032746091891803233), ('berliner', 0.0035305021078359013)]"
1681,122741,"[('ammoniumnitratlösung', 0.00047619047619047673), ('ammoniumchlorid', 0.000682354056327682), ('ammoniumsulfat', 0.0010093721489591112), ('ammoniakproduktion', 0.0017060628680434608), ('explosionenliste', 0.002052038531262219), ('fertilizer', 0.004338795483358807), ('aerosolteilchen', 0.004817474140688871), ('spritzbedingungen', 0.006023649569307693), ('4000', 0.006139764689155085), ('sprengpatronen', 0.006258249505325893)]"
1682,185875,"[('panspermistische', 0.00047619047619047673), ('panspermie', 0.0013504552989531537), ('panspermia', 0.0014639961850262285), ('panspɛrˈmiː', 0.003957354043190954), ('lebenastrobiologiebiogenesechemische', 0.004659036719122557), ('aufwändig', 0.005665008969730001), ('kombination', 0.005774008220360152), ('bestätigen', 0.005776279038081613), ('ausgangspopulation', 0.005808070486182076), ('427', 0.007200081749437972)]"
1683,4433905,"[('vancouver', 0.00047619047619047673), ('olympiasieger', 0.0010283833189217073), ('whistler', 0.0011588464630834826), ('großereignissen', 0.002223789802636571), ('winterspielen', 0.0025878729956461733), ('sliding', 0.003294801195406484), ('bahn', 0.003346379647749511), ('fanden', 0.0038864363840470885), ('meter', 0.003910708596914396), ('höchstgeschwindigkeiten', 0.004417391040519426)]"
1684,201720,"[('navy', 0.00047619047619047673), ('torpedoraum', 0.0015541113677589424), ('boote', 0.0017472497357397343), ('klasse', 0.002297955082279556), ('werkstoffen', 0.0035063748711323395), ('ohio', 0.003785642511320779), ('umgebauten', 0.004143209489879811), ('ssbn', 0.0043598376593717795), ('nuclear', 0.004798313954247086), ('radarquerschnitt', 0.00503321196935886)]"
1685,4939427,"[('veröffentlicht', 0.00047619047619047673), ('städtische', 0.0006625837660320433), ('untersuchungen', 0.0008134735720942632), ('zerquetschen', 0.001405198301750028), ('hausarchitekturformen', 0.0014318259145845358), ('mainz', 0.0017454400213020903), ('aufenthaltsort', 0.001905205698309147), ('landschaft', 0.0022395301705646553), ('bewohner', 0.0022454474178612116), ('kalksteinmassivba', 0.0025738546428201612)]"
1686,7893877,"[('fossilgemeinschaft', 0.0004761904761904756), ('fossillagerstätten', 0.0014534293494245665), ('fossilverteilung', 0.0016109260998681196), ('fossilisierungsprozesse', 0.001829144489036898), ('fossilisation', 0.0019373049080162053), ('fossilführenden', 0.00202079716126339), ('isotopenuntersuchungen', 0.0027931005037998458), ('wittenbergsonderausstellung', 0.00392783612747749), ('halleschen', 0.005068264404785623), ('1935', 0.005436389339557301)]"
1687,7181545,"[('huxleys', 0.00047619047619047673), ('huxley', 0.001125653801343547), ('darwinism', 0.004648951025838065), ('hippocampus', 0.005347991704056254), ('zoologie', 0.0055892681556398375), ('apes', 0.006468439883327963), ('oxford', 0.006878279335332953), ('debatten', 0.007074936169157929), ('manuscript', 0.0072385414342728245), ('1851', 0.007380663179726168)]"
1688,179375,"[('tropfsteinhöhle', 0.00047619047619047673), ('pottensteinerschließungsarbeitenkubische', 0.0023733214630165447), ('höhlenbärenskeletts', 0.0029159645162315983), ('kaltlichtes', 0.0031003783663476514), ('teufelshöhlenbrücke', 0.003399255985501256), ('landkreis', 0.004310726738948416), ('großparkplatz', 0.00441247231142624), ('hauterkrankungen', 0.00441247231142624), ('quadratkilometern', 0.0044145920108528604), ('kilometer', 0.004683793838033766)]"
1689,4274243,"[('tiermenagerien', 0.00047619047619047673), ('menageriedarstellungen', 0.0007152087523440309), ('tiersammlungen', 0.0012884639675090604), ('zoologische', 0.0019763702257070957), ('tierschaustellerei', 0.0023067206886835533), ('wandermenagerien', 0.0031248238940546624), ('schaustellergruppen', 0.0032414181751051776), ('dressurdarbietungen', 0.003608690160414297), ('zirkusunternehmen', 0.0037544330117274404), ('aufzuteilen', 0.0044287366038029165)]"
1690,189614,"[('rötelfalken', 0.0004761904761904756), ('falke', 0.003210088940327609), ('zuggemeinschaften', 0.00324553995016005), ('langstreckenzieher', 0.0035750258062498042), ('hochgebirgsregionen', 0.0036542692399929087), ('verwechseln', 0.003796073279322677), ('tonaufnahmen', 0.004302814184574641), ('luftströmungen', 0.004409167214071965), ('überwintern', 0.004557227313960399), ('zentimetern', 0.0056228429624532094)]"
1691,1138346,"[('reichstagsabgeordneten', 0.00047619047619047673), ('sozialdemokratischer', 0.0016514191883650032), ('arbeiterklasse', 0.0020525451559934337), ('bismarckschen', 0.002444288060051608), ('1871', 0.002547501759324421), ('adav', 0.0027304714989444066), ('landwehrleutnantsexamen', 0.002854797091250295), ('polizeilichen', 0.00292986159981234), ('stattdessen', 0.0030518414262256633), ('verbessern', 0.003305184142622568)]"
1692,368876,"[('acanthuriformes', 0.0004761904761904756), ('acanthurinae', 0.0015672920760540876), ('acanthuridae', 0.001775462776028066), ('skalpelldoktorfischen', 0.0022851220759643586), ('doktorfischen', 0.002705052625911868), ('pesciarichthys', 0.0038876775507640394), ('algenwachstums', 0.0049052015756368495), ('protozebrasoma', 0.005326926700584133), ('arambourgthurus', 0.00546151982556731), ('imponierverhaltens', 0.005533302825558337)]"
1693,1850419,"[('moorlandschaft', 0.00047619047619047673), ('moorwassers', 0.0010956252419667056), ('mooraugen', 0.0012421131933327068), ('moorspezifischen', 0.0019515334149480502), ('regenmoore', 0.0032782957173201088), ('schwarzes', 0.004213725921042994), ('nordöstlich', 0.00466574588525808), ('torfmächtigkeit', 0.0048519948519948515), ('geologischen', 0.004900126607443681), ('vulkane', 0.006459176946981826)]"
1694,1287795,"[('prostitution', 0.00047619047619047673), ('provinzgouverneur', 0.0026562326562326564), ('unterschichtenprostitution', 0.0026606726606726605), ('unmoralisch', 0.0031779331779331777), ('professionelle', 0.0036019536019536026), ('πορνέα', 0.004014874014874015), ('wirtschaften', 0.004421134421134421), ('symposien', 0.005118215118215118), ('straßenprostitution', 0.0052403152403152405), ('gesamtdarstellungen', 0.005253635253635254)]"
1695,3923062,"[('südfrankreich', 0.0004761904761904756), ('filmkünstlerische', 0.0006968103017846983), ('nordfranzösischen', 0.001857967278596393), ('steinkohlenbergbau', 0.002201669743732656), ('anpassungen', 0.0026545209646892166), ('einflussreiche', 0.0027149011274834258), ('auseinandersetzungen', 0.0029378432670312702), ('probanden', 0.0029517771507530112), ('gesamtbesucherzahl', 0.0032583225926312975), ('bewohner', 0.00345804159264291)]"
1696,2113188,"[('amphibious', 0.00047619047619047673), ('tractor', 0.0006484841819714793), ('lvts', 0.0014952894167674757), ('amtrak', 0.001982843945892444), ('tracked', 0.002202793357527768), ('sergeant', 0.00236042376919975), ('zurückgegriffen', 0.0025730415337805635), ('wirtschaftssektion', 0.0026500238278529265), ('entwicklungsstab', 0.0026500238278529265), ('boote', 0.0028186517101066754)]"
1697,504123,"[('betriebstechnische', 0.00047619047619047673), ('polygonalem', 0.0012599956775448463), ('sendeanlage', 0.0012744038613932717), ('schutzmassnahme', 0.0014934082558893458), ('architektonischen', 0.0014962898926590318), ('kunststoffzylinder', 0.0016288451840645501), ('fernsehtürmen', 0.0022512787263165492), ('basel', 0.002536560766515381), ('sollbruchstelle', 0.002715222246235862), ('1979', 0.0043347021107989344)]"
1698,899091,"[('gerokreuz', 0.00047619047619047673), ('gerokreuzes', 0.0005063928319742273), ('großkruzifixe', 0.0024816269002315506), ('gesichert', 0.0032850095640793307), ('erzdiözese', 0.003995771670190274), ('kreuzigungsdarstellungen', 0.004162891372193698), ('christusdarstellungen', 0.004259538910701701), ('ottonische', 0.0043038356991845364), ('bonn', 0.005264270613107822), ('971', 0.0067019027484143765)]"
1699,1752157,"[('monatsbildzyklus', 0.0004761904761904778), ('monatsbilderzyklen', 0.0008684236117864452), ('monatsbilder', 0.0009024603714869205), ('monatsbildtradition', 0.0010985769392849044), ('monatsbildreihen', 0.0013757334111316423), ('monatsheiligen', 0.00153133002690525), ('monatsbildikonographie', 0.0017631041524846847), ('monatsdarstellungen', 0.0018182112872378365), ('monatstypische', 0.001892767998962691), ('monatsbildern', 0.0019689455087685192)]"
1700,385414,"[('kupferablagerungen', 0.0004761904761904778), ('neurologischer', 0.0004891789651421441), ('degenerierte', 0.0009502703229263077), ('wilson', 0.0010379426233500565), ('hepatolentikuläre', 0.001184063124056306), ('diagnostische', 0.0012100401019596396), ('symptomen', 0.0017620508824054703), ('syndrommenkes', 0.002102998717386717), ('kardiomyopathie', 0.0023367915185167165), ('hypersensitivitätsreaktionen', 0.003463542935073791)]"
1701,259864,"[('toplitzsees', 0.00047619047619047673), ('toplitzseeklause', 0.0011500043055196762), ('toplitzseestraße', 0.002402910531301129), ('künstlichen', 0.0033156807026608116), ('zusätzlich', 0.004036855248428486), ('salzreiches', 0.004605183845690175), ('wasserfahrzeugen', 0.0046611556014810995), ('goldbarren', 0.0051541376044088524), ('m²', 0.005864548350985965), ('sprengstoffuntersuchungen', 0.006312322397313355)]"
1702,3808413,"[('metallica', 0.00047619047619047673), ('thrash', 0.0005200587835318371), ('allmusic', 0.0012833673312715233), ('metalalbum', 0.0017659187120264964), ('musikalische', 0.0018580421574433549), ('genres', 0.0021344124936939313), ('bands', 0.002290144984755763), ('blood', 0.003393432914390997), ('hardcore', 0.0037158649733500036), ('abgedämpft', 0.004163321708231887)]"
1703,5094214,"[('hamburgische', 0.00047619047619047673), ('gesellschaftlichen', 0.0014102685474454858), ('nationalsozialistischer', 0.002563139680435904), ('krankenhauses', 0.00297758423006932), ('zusammengebracht', 0.003093292099256314), ('generationsübergreifenden', 0.0033667834264255736), ('1930', 0.003951634110679837), ('dolchstoßlegende', 0.004225125437849095), ('voruntersuchungen', 0.00427561614440342), ('widerstandsaktivitäten', 0.005272807598851337)]"
1704,463969,"[('quadratkilometer', 0.00047619047619047673), ('quadrimaculata', 0.0009479409479409484), ('vierfleck', 0.0009618159618159628), ('libellulae', 0.0023826173826173823), ('entomological', 0.0023853923853923865), ('flügelscheiden', 0.0024519924519924518), ('prosthogonimus', 0.003184593184593184), ('sexualdimorphismus', 0.0033288933288933287), ('semifasciata', 0.00333999333999334), ('dünentälern', 0.0035286935286935293)]"
1705,12079694,"[('bananenspinne', 0.0004761904761904756), ('bananenspinnen', 0.0007705286839145098), ('spinnennetzes', 0.003614548181477315), ('arachnology', 0.004403824521934758), ('webspinnen', 0.004512560929883764), ('cheiracanthiidae', 0.004953130858642669), ('arthropoden', 0.005), ('biogeographische', 0.0054986876640419945), ('nigriventoides', 0.00551368578927634), ('facilityphoneutria', 0.005851143607049119)]"
1706,570760,"[('1744', 0.00047619047619047673), ('1742', 0.0030695827819182285), ('1746', 0.003645376239232895), ('kriegsschiffe', 0.004123656288453948), ('spaniennovember', 0.0042977873743354), ('kolonialkrieg', 0.004532283903322422), ('jenkins', 0.004650693041721808), ('friedrichs', 0.005033781430661002), ('philip', 0.0060251677462794), ('erfolglos', 0.006064637459079195)]"
1707,1013435,"[('banen', 0.00047619047619047673), ('tunnelbane', 0.0007218494239944151), ('tunnelbahnhöfe', 0.000789082399182861), ('tøyen', 0.001182136715669162), ('lilleakerbahn', 0.00143296743079529), ('bahnstrecke', 0.001500200405983736), ('nordstrand', 0.0022604502023453963), ('fußgängertunnel', 0.0023975020363833843), ('ostnetz', 0.002984497627451742), ('straßenbahnrenaissance', 0.0033258342707161615)]"
1708,964464,"[('notensatzprogramms', 0.0004761904761904756), ('notensatzprogrammen', 0.0004892996427752106), ('notensatzprogramm', 0.000721987349654245), ('notensatzprogramme', 0.0007449283911775317), ('notensatzsoftware', 0.002262314423360535), ('musiksoftware', 0.0027440762953495233), ('notenprogramm', 0.0029243273358896204), ('notensatzfunktionen', 0.0030455871267984136), ('textverarbeitungsprogrammen', 0.003545374102841412), ('notationssoftware', 0.004513813784288664)]"
1709,4748711,"[('flinders', 0.0004761904761904756), ('burke', 0.0018024053229956582), ('1830', 0.0023283571938654056), ('expeditionsunternehmen', 0.002564128722186326), ('australiens', 0.0032215685607735124), ('stuart', 0.0037656567030525602), ('victorianische', 0.0038586050940252327), ('ausgerüstet', 0.003867673229729882), ('wills', 0.005574749776130399), ('entdeckern', 0.006626653517869895)]"
1710,341217,"[('hafenarbeitergewerkschaften', 0.00047619047619047673), ('arbeiterschaft', 0.0005395317271801825), ('arbeitsbedingungen', 0.000815518606492478), ('arbeitsplatzverlust', 0.0011073407985522), ('unterbeschäftigung', 0.0016118086189345093), ('reichstagsabgeordneter', 0.0026297930098405165), ('dauerbeeinträchtigungen', 0.0028243411378803306), ('zuchthausvorlage', 0.003138785205293518), ('hamburger', 0.003871733966745844), ('1888', 0.0040662820947856585)]"
1711,256445,"[('loireschlösser', 0.00047619047619047673), ('loiretal', 0.0007100222403896028), ('loire', 0.0010546164192093666), ('chenonceaux', 0.0015873308895276773), ('château', 0.003069437485165748), ('museen', 0.004326502984431727), ('veräußerten', 0.004781859577872131), ('schlosses', 0.004843394252661375), ('montclos', 0.005347978585933173), ('1100', 0.005827949049289274)]"
1712,4417023,"[('kernspaltungskettenreaktion', 0.00047619047619047673), ('reaktorversuchen', 0.0029681283243288524), ('kernphysikalischen', 0.0029932571093520964), ('forschungsreaktors', 0.0029974452401893047), ('uranprojekts', 0.0033618126230263432), ('neutronenreflektor', 0.0037848138375842864), ('kehrwerts', 0.0037910960338400977), ('haigerlocher', 0.004163839678351552), ('eingeschränkt', 0.00444235037902584), ('infiltrieren', 0.004586840892909495)]"
1713,2231267,"[('zappa', 0.00047619047619047673), ('zeitpunkt', 0.002600809473842004), ('allmusic', 0.0030205366511767352), ('musikerlebens', 0.0036021585969120075), ('zweideutige', 0.0038100234847349233), ('improvisationsteilen', 0.0038859741168240647), ('jazzrockplatten', 0.004007894868335582), ('ratten', 0.004497576575226103), ('aufnahmesitzungen', 0.005508919202518363), ('hotrats', 0.0058227152350971865)]"
1714,4138980,"[('peribsens', 0.00047619047619047673), ('herrscherchronologie', 0.0027008894425140416), ('königsnamens', 0.0033084202014904175), ('ägyptologen', 0.003537883257938329), ('vergleichen', 0.004036145894796653), ('archäologischen', 0.004217530977512621), ('mittleres', 0.004372691710920256), ('versorgungsabteilung', 0.004803208112065387), ('dynastien', 0.005266504949845933), ('1901', 0.006346073996372299)]"
1715,1073476,"[('ficedulae', 0.0004761904761904756), ('mitteleuropas', 0.001589853732263421), ('südosteuropa', 0.0022302101045053647), ('fichtentaiga', 0.002391293539758772), ('westeuropa', 0.003037615965158249), ('zwergschnäpperbiotope', 0.004739929799441179), ('wissenschaftlichen', 0.004813511121717429), ('österreichischen', 0.0052092593145004916), ('verbreitungsgebietes', 0.0052251687895872485), ('3471', 0.007557895574182899)]"
1716,501020,"[('personifiziert', 0.0004761904761904756), ('zuständigkeitsbereich', 0.0006600908356320878), ('soziale', 0.0009610186965365419), ('adelsspezifische', 0.001504360667614032), ('erscheinungsformen', 0.001668756443478503), ('kompetenzen', 0.001769065730446655), ('innerseelische', 0.0018582295410850113), ('antisthenes', 0.0023904260358327055), ('paradigmatische', 0.0026161219315110474), ('handlungsentscheidungen', 0.003151104795341191)]"
1717,2199503,"[('lentibulariaceae', 0.00047619047619047673), ('pinguicula', 0.002023677395486496), ('filifolia', 0.002313302679562392), ('fettkräutern', 0.0024084350721420653), ('kälteperioden', 0.002550076634427356), ('vallisneriifolia', 0.002991913746630728), ('pflanzen', 0.004647217377517046), ('crenatiloba', 0.004683156281380477), ('polyphyletische', 0.005061571798530733), ('gypsicola', 0.005251836583690081)]"
1718,267730,"[('pfaffensteins', 0.00047619047619047673), ('pfaffenschluchtspitzen', 0.0005223159374450892), ('tafelberge', 0.0014074855034264633), ('bergwirtschaft', 0.001436039360393604), ('schlussendlich', 0.0017062027763134779), ('touristische', 0.002138903531892462), ('jahreszahlen', 0.002303637322087507), ('sächsischen', 0.0024464066069232126), ('kleinbankig', 0.0033513442277279914), ('königstein', 0.0034633632050606235)]"
1719,555697,"[('rasiermessers', 0.0004761904761904756), ('rasiermessern', 0.0007568385180325477), ('rasiermessersshaving', 0.0011322508337433701), ('rasiermesserklingen', 0.001196034479616569), ('rasirmesser', 0.001254350955843493), ('rasiermesserschleifer', 0.001595137863794579), ('rasiermessersfrank', 0.0016516319501394116), ('rasierschaum', 0.002991088513476573), ('rasierhobel', 0.003127767754633426), ('griffen', 0.004137371749312047)]"
1720,3085322,"[('mario', 0.0004761904761904756), ('beeinflussen', 0.002578223464299413), ('wii', 0.003321277878239903), ('gestärkt', 0.0041980382486711595), ('zeitlich', 0.004443531152391912), ('スーパーマリオギャラクシー', 0.004544358594991506), ('gravitationskonzept', 0.004627650830182476), ('supernova', 0.004785467696860102), ('videospielportale', 0.0047942353005644145), ('jump', 0.005927448079346813)]"
1721,378581,"[('biathlonsport', 0.00047619047619047673), ('biathlonpremiere', 0.0005146281590970636), ('biathlonläufer', 0.0007312769172978328), ('biathlonrennen', 0.000748748591346281), ('biathlonmeisterschaften', 0.0010632387242183628), ('biathlonwettkampfes', 0.0012781403150142845), ('biathlonwettbewerb', 0.001461592892522997), ('innsbruck', 0.0021150335019349885), ('kilometer', 0.0036542879856033407), ('skier', 0.004251819238060295)]"
1722,335455,"[('sacramento', 0.0004761904761904756), ('chico', 0.001054534024831054), ('oroville', 0.0036005029074336003), ('muir', 0.00392948818691393), ('canyon', 0.003979778930273979), ('hauptstadt', 0.004099219445754099), ('aspen', 0.004176751008434177), ('butte', 0.004233328094714234), ('nordosten', 0.004315050552674315), ('speedway', 0.004876630520194877)]"
1723,767968,"[('präsidenten', 0.00047619047619047673), ('präsidentennachfolge', 0.002453765039152961), ('ministerialstruktur', 0.0033843883629000125), ('irgendwelchen', 0.0036493575036891037), ('verfassungswortlautes', 0.0037419889919324445), ('regierungschef', 0.004071584752426191), ('vizepräsidentenamts', 0.004136211372130848), ('1865', 0.004248230846285585), ('succession', 0.0046510701091112775), ('festlegt', 0.005344729160607921)]"
1724,370397,"[('radiojodbehandlungen', 0.00047619047619047673), ('radioaktivitätsmessungen', 0.0005410021282745203), ('radiojodtherapien', 0.000721423754346322), ('radiojodtherapie', 0.0007757254087951171), ('radioiodtherapie', 0.0011418236597563426), ('radiojodtest', 0.0017636651865086661), ('schilddrüsenerkrankungen', 0.0035083247939602545), ('therapieeinrichtungen', 0.00389369137391944), ('langzeitauswirkungen', 0.004737994517284567), ('zeitpunkten', 0.005466687686661937)]"
1725,250288,"[('innsbrucks', 0.00047619047619047673), ('innsbruck', 0.0004933140304176586), ('innsbrucker', 0.0006801164401687453), ('kleinbahn', 0.003328040598390386), ('mittelgebirgsbahn', 0.004469091984619935), ('überlandstraßenbahn', 0.005094880057286073), ('alpine', 0.005135353912732141), ('kulturgasthaus', 0.006383816684568564), ('zusätzlich', 0.006477217889444106), ('igls', 0.006721617708868444)]"
1726,6633835,"[('concert', 0.0004761904761904756), ('allmusic', 0.00211240051576186), ('musikdokumentationen', 0.0024080743408474493), ('park', 0.0035551998577208668), ('beatles', 0.0036530167622604603), ('central', 0.0037174869947979184), ('parkschließung', 0.0038731047974745448), ('rockkonzert', 0.004279934195900583), ('albumcharts', 0.0043599662087057045), ('simons', 0.004824596505268774)]"
1727,2723017,"[('stadtsoziologie', 0.0004761904761904756), ('chicagoern', 0.0018403773825460567), ('stadtforschung', 0.0018549481372200827), ('sozialpsychologie', 0.0036726497828046887), ('forschungsthema', 0.003985921008296224), ('yorker', 0.004776384449362074), ('departments', 0.004803704614375871), ('institutionelles', 0.0049403054394448545), ('parsons', 0.005432068409693193), ('siedlungsgebilde', 0.0054648526077097515)]"
1728,157771,"[('johanniterkirche', 0.00047619047619047673), ('kunsthistorischen', 0.0007148650214343643), ('madonna', 0.0010346425674892822), ('museen', 0.0016626115166261145), ('biblische', 0.002334607809060364), ('meisterwerken', 0.002881473757386167), ('porträtmalerei', 0.0031595411887382686), ('basels', 0.0038292202525779173), ('zusammenfassung', 0.004619395203336809), ('1543', 0.005627389641988182)]"
1729,104514,"[('νόμοι', 0.00047619047619047673), ('nomoi', 0.0010369381397418787), ('nochmals', 0.0030440587449933254), ('dialogform', 0.0036181575433911883), ('mythisch', 0.0036248331108144206), ('sozialen', 0.0037227414330218067), ('geleistet', 0.004147752558967512), ('gehaltlos', 0.004154428126390743), ('philosophiegeschichtsschreiber', 0.00433466844681798), ('strukturierten', 0.004870939029817535)]"
1730,885734,"[('levison', 0.0004761904761904756), ('levisons', 0.0007996747085931144), ('1909', 0.0026194994126682936), ('wilhelm', 0.0026285352850817754), ('mittelalterhistoriker', 0.002955633866449806), ('althistorischen', 0.0035158579560856597), ('obersturmführers', 0.0038248847926267283), ('1931', 0.003915243516761543), ('berliner', 0.004403180627089546), ('zusammenarbeit', 0.004692328544320954)]"
1731,10250070,"[('mathématiques', 0.00047619047619047673), ('islamischen', 0.0010587147480351368), ('mathematikgeschichte', 0.0012228386500231158), ('mathematikhistorikern', 0.0021613499768839573), ('arithmetica', 0.002346278317152103), ('ibn', 0.003164586222838649), ('masʿud', 0.003428109107720758), ('beispielsweise', 0.0038095238095238095), ('dezimalbruchentwicklungen', 0.005094775774387424), ('1545', 0.0056148867313915865)]"
1732,59141,"[('samo', 0.00047619047619047673), ('sámo', 0.00047619047619047673), ('samos', 0.000566280566280567), ('samoni', 0.0011380768523625673), ('sämtliche', 0.0023368266225409083), ('samoslav', 0.0029123000551571987), ('slovenských', 0.004749034749034749), ('796', 0.005017466446037875), ('6deutschhansjürgen', 0.005475271189556904), ('stammesnamen', 0.005519396947968377)]"
1733,211426,"[('mordfliegen', 0.00047619047619047673), ('artengruppen', 0.0024192062325787524), ('zerfallendes', 0.0033638897635958633), ('rabaukenfliege', 0.0036694540662211505), ('fossilbefundes', 0.0039143720187070664), ('pflanzenmaterial', 0.004359889437038592), ('diptera', 0.004975683146146041), ('apioceridae', 0.005136629229208216), ('issn', 0.00538387973362257), ('4500', 0.006183945045076566)]"
1734,1228606,"[('mathildes', 0.00047619047619047673), ('mathildemaren', 0.000980579941473797), ('essen', 0.002342644320297952), ('eximium', 0.0035919127427507325), ('äbtissinnenliste', 0.003804735301942006), ('gebaut', 0.004398510242085662), ('inschriftlich', 0.005062516626762437), ('issn', 0.005420058526203778), ('freise', 0.0054477254588986435), ('374', 0.0067097632349029)]"
1735,215299,"[('eleonorenfalke', 0.00047619047619047673), ('falken', 0.0024162699406999077), ('felseilanden', 0.004377826299650404), ('vogels', 0.00463554903294317), ('abschließendes', 0.0046594122489887965), ('falco', 0.004804977866867117), ('verschiedenen', 0.004919521303886125), ('falconiformes', 0.004933839233513501), ('vorderasiens', 0.0049791793440001906), ('geschlechtsdimorphismus', 0.0055829187099545406)]"
1736,385467,"[('archimedes', 0.00047619047619047673), ('architekt', 0.0006849755079097408), ('archäologischen', 0.0008157529453602697), ('tarentinische', 0.001432930676486447), ('mathematician', 0.00292425233162405), ('pythagoreischen', 0.0031238599993116977), ('platons', 0.0031812185245092984), ('musiktheoretischen', 0.0036745018412086593), ('grundlegende', 0.004452283442888117), ('philosophiegeschichtsschreiber', 0.004766608160970965)]"
1737,673476,"[('nordwestlichen', 0.00047619047619047673), ('sophienhöhle', 0.0005381078508937886), ('geologische', 0.0013292743054361166), ('bayern', 0.0020998016350773406), ('höhlenbereich', 0.0024392005778954983), ('ahornlochs', 0.002606606813204454), ('ailsbachtals', 0.002980404297524453), ('tropfsteinhöhle', 0.0034207056287480085), ('landkreis', 0.003679841308061872), ('97816810800001150101', 0.005161271828741129)]"
1738,25047,"[('tieres', 0.00047619047619047673), ('onychophorans', 0.0008743255277908746), ('stummelfüßerform', 0.0013248467703913247), ('cambrian', 0.002115878254492116), ('monophyletisches', 0.0025218712347425233), ('zoologie', 0.0025873539734925875), ('verteidigungsstrategie', 0.002948818691392949), ('umweltbedingungen', 0.003037875216093039), ('lebensformen', 0.003517208863743517), ('kambriums', 0.003931059772643931)]"
1739,335656,"[('spinalkanüle', 0.0004761904761904756), ('lumbalanästhesie', 0.000580572430638191), ('spinalanästhesien', 0.00073505772322081), ('rückenmarkes', 0.0020106052065718884), ('nervensystems', 0.002213106198200455), ('dorsalen', 0.0026598609632366753), ('neurologische', 0.0027329283313500753), ('epiduralraumes', 0.0030460741946932214), ('kreislaufstörungen', 0.004256904866286716), ('regionalanästhesieverfahren', 0.004286131813532077)]"
1740,2227047,"[('inselbergschanze', 0.00047619047619047673), ('nordwestlich', 0.002819115223729244), ('ljøkelsøy', 0.0035648793678962265), ('entstanden', 0.004112054759792115), ('kilometer', 0.004302192926860186), ('sportplatz', 0.004703595724003887), ('konstruktionspunkt', 0.005238095238095239), ('quadratmeter', 0.005354290784636836), ('1930', 0.0057366797650737315), ('zertifikatsnummer', 0.005829636202307009)]"
1741,1654858,"[('urartäisch', 0.00047619047619047673), ('urartäisches', 0.0006095566943447239), ('urartäischen', 0.0011174444840280251), ('urartäische', 0.0011320599599901348), ('urartian', 0.0017057173915029278), ('urartologie', 0.0017276406054460925), ('urartäer', 0.0019212956619440414), ('basiert', 0.004667178208325341), ('übereinstimmungen', 0.004869967937299609), ('verschwinden', 0.005301124478181835)]"
1742,2436179,"[('nematomorphenforschern', 0.00047619047619047673), ('fadenwürmer', 0.002237532550805429), ('gestalt', 0.0025097161700624194), ('bohrapparat', 0.00298342035357699), ('tierstamm', 0.003116895013020322), ('extremlängen', 0.003368141430796007), ('vermutlich', 0.003860165665606721), ('umweltbedingungen', 0.004203012339863124), ('wachstumsfaktoren', 0.004239652442455411), ('formicidae', 0.005522056033185465)]"
1743,464185,"[('verfallserscheinungen', 0.00047619047619047673), ('todbringenden', 0.0008592365249872124), ('verstörenden', 0.0009758157572296955), ('verschlungen', 0.0010923949894721806), ('vergleichenden', 0.0016562578066450161), ('todeskonfiguration', 0.0016848078227044005), ('literaturverfilmungen', 0.002032166351426906), ('kinematographisch', 0.0022201206238178506), ('visconti', 0.0029267335212876055), ('cholera', 0.003787992339079024)]"
1744,6136285,"[('amc', 0.00047619047619047673), ('bmw', 0.001437852888854514), ('motorbruttoleistung', 0.0017910640162941195), ('amx', 0.0021184933096140457), ('zwölfzylindermotor', 0.0025722535901204014), ('fahrwerksteile', 0.0026263954417717296), ('autofficina', 0.002958981101915591), ('chassis', 0.003229690360172224), ('karosseriedesign', 0.0033843813648902986), ('zusammengehalten', 0.003889705313636013)]"
1745,4337682,"[('südkoreaner', 0.00047619047619047673), ('achttausenders', 0.0023604985618408438), ('besteigungsumstände', 0.0032681367849153086), ('debütiert', 0.003508469159475871), ('gelungen', 0.003886864813039309), ('august', 0.004104186641099393), ('1970', 0.004260147011824864), ('8000ers', 0.004382869926494087), ('höhenmeter', 0.0044493448386065835), ('gilt', 0.004766379034835411)]"
1746,1535510,"[('jedediah', 0.00047619047619047673), ('hudson', 0.002226253222899126), ('kameraden', 0.0027578889725511668), ('smithsmiths', 0.0027692974650329705), ('hampshire', 0.0028400301184201516), ('mountains', 0.002983777123690875), ('kleineren', 0.0030088758071508425), ('westen', 0.003081890159034385), ('wohlhabender', 0.004060738813973122), ('1840', 0.0043368243320327645)]"
1747,2242573,"[('bahnhofsvorplatz', 0.0004761904761904756), ('bahnhofserweiterung', 0.0004922598960844182), ('bahnhofsgebäudes', 0.0007315157033942177), ('bahnstrecke', 0.0010689735211669971), ('bahnstationen', 0.0012939453996821827), ('bahnreisende', 0.0013153712928741046), ('eisenbahnanschlusses', 0.0013707215169532373), ('bundesbahndirektion', 0.002170621529451675), ('tuttlingen', 0.003565090078025961), ('intercity', 0.004361419108325743)]"
